busId,timestamp,latitude,longitude,speed
BUS01,2025-03-25T08:00:00,37.38882783212346,-5.98200848486803,30.389677088556176
BUS01,2025-03-25T08:01:00,37.38917653859255,-5.982035643696763,17.60687221415602
BUS01,2025-03-25T08:02:00,37.38961301775032,-5.981589078694075,47.05469852383371
BUS01,2025-03-25T08:03:00,37.390025884443276,-5.981098163381324,37.349259447847906
BUS01,2025-03-25T08:04:00,37.390065960904565,-5.980799367093607,35.41857014261171
BUS01,2025-03-25T08:05:00,37.38971778664547,-5.981098151549301,25.724343285426777
BUS01,2025-03-25T08:06:00,37.38937005698898,-5.981566258898093,20.1652271647395
BUS01,2025-03-25T08:07:00,37.389192336914405,-5.981627344273671,21.33715895658785
BUS01,2025-03-25T08:08:00,37.388747971591414,-5.981270556312783,2.7175172191458596
BUS01,2025-03-25T08:09:00,37.38924185298421,-5.981301313697024,26.215930692846918
BUS01,2025-03-25T08:10:00,37.38941288354836,-5.981350446607915,25.734425017656253
BUS01,2025-03-25T08:11:00,37.38929847417197,-5.98165370706766,6.7728566157955195
BUS01,2025-03-25T08:12:00,37.38891024203666,-5.981165654201794,38.94489195998459
BUS01,2025-03-25T08:13:00,37.389204356665,-5.981538279461505,47.513440042065525
BUS01,2025-03-25T08:14:00,37.389560125520646,-5.9818004323905605,14.133132292844685
BUS01,2025-03-25T08:15:00,37.389480731083246,-5.981763083765054,10.070490602601383
BUS01,2025-03-25T08:16:00,37.38960322683579,-5.981808522152096,30.280806076260397
BUS01,2025-03-25T08:17:00,37.38998164717912,-5.981794241189597,27.258529185032764
BUS01,2025-03-25T08:18:00,37.389725723092276,-5.981397914418594,33.862114604725576
BUS01,2025-03-25T08:19:00,37.38969833161908,-5.980900820003177,7.112762610195411
BUS01,2025-03-25T08:20:00,37.38977739561425,-5.980835033384188,29.98690985780823
BUS01,2025-03-25T08:21:00,37.389407707008225,-5.980996330358796,43.93664117231424
BUS01,2025-03-25T08:22:00,37.389694431458345,-5.980664979167313,16.996264731060545
BUS01,2025-03-25T08:23:00,37.38964614558434,-5.980679016941098,5.719519907223441
BUS01,2025-03-25T08:24:00,37.389956720551446,-5.980857007319113,25.830385360834242
BUS01,2025-03-25T08:25:00,37.390443475644254,-5.980710550938141,40.7312856822748
BUS01,2025-03-25T08:26:00,37.389953528515996,-5.980546118814633,10.199611733434516
BUS01,2025-03-25T08:27:00,37.38989203242098,-5.980175424123202,11.327730984591277
BUS01,2025-03-25T08:28:00,37.38951531394656,-5.980480731916383,19.578811298619186
BUS01,2025-03-25T08:29:00,37.38990219797423,-5.980283601141284,13.026594773473843
BUS01,2025-03-25T08:30:00,37.389685818122004,-5.9806870174766225,23.190710671053154
BUS01,2025-03-25T08:31:00,37.38951084717723,-5.980878046956089,29.60084305034087
BUS01,2025-03-25T08:32:00,37.3895973047451,-5.980843811510197,34.41523713269071
BUS01,2025-03-25T08:33:00,37.389332989017504,-5.981088102890767,45.488020095813916
BUS01,2025-03-25T08:34:00,37.389528898408884,-5.981367655148489,15.024309943677139
BUS01,2025-03-25T08:35:00,37.389738137716385,-5.980902311734368,10.28116254033089
BUS01,2025-03-25T08:36:00,37.38971406123349,-5.980774631031104,41.95284161188209
BUS01,2025-03-25T08:37:00,37.38995667709986,-5.981195897122361,3.8404972845010765
BUS01,2025-03-25T08:38:00,37.38991257287038,-5.981434315406708,4.229052470298789
BUS01,2025-03-25T08:39:00,37.38946819835672,-5.981748377603259,26.882124780606503
BUS01,2025-03-25T08:40:00,37.38969141672638,-5.981943496406919,18.546118535718243
BUS01,2025-03-25T08:41:00,37.389828138839164,-5.982200667975093,10.340353816734698
BUS01,2025-03-25T08:42:00,37.38957522326302,-5.982048836474586,21.70224596392558
BUS01,2025-03-25T08:43:00,37.38964856208266,-5.981799900784867,6.788028794786577
BUS01,2025-03-25T08:44:00,37.38979763667813,-5.982088501200534,0.800660374012252
BUS01,2025-03-25T08:45:00,37.39004277194132,-5.982163235592958,10.501683604595058
BUS01,2025-03-25T08:46:00,37.39010593431432,-5.9825589200576745,25.311612333271828
BUS01,2025-03-25T08:47:00,37.38965121137278,-5.9826172410401375,25.98699235031229
BUS01,2025-03-25T08:48:00,37.389435476986485,-5.982687377342978,12.576122722716255
BUS01,2025-03-25T08:49:00,37.38968646570817,-5.982885400323558,21.889887066335252
BUS01,2025-03-25T08:50:00,37.3899371637063,-5.982415504149726,12.39022536592021
BUS01,2025-03-25T08:51:00,37.39040476771928,-5.9819727539077485,12.00860444173638
BUS01,2025-03-25T08:52:00,37.3906038281736,-5.982434014314407,30.357090815759747
BUS01,2025-03-25T08:53:00,37.39022342428802,-5.982056233884061,43.73449591570713
BUS01,2025-03-25T08:54:00,37.38999778460142,-5.9819471171730285,0.7346862987147595
BUS01,2025-03-25T08:55:00,37.39032668034455,-5.98163843378031,7.670957912742921
BUS01,2025-03-25T08:56:00,37.39030111358124,-5.981689977097757,40.63410024065428
BUS01,2025-03-25T08:57:00,37.389999474148205,-5.981383195168134,48.74037993882647
BUS01,2025-03-25T08:58:00,37.390103393724864,-5.9810717609409565,0.3279105452572817
BUS01,2025-03-25T08:59:00,37.389774976276556,-5.9812917639511545,36.96243009598281
